ThreadID,Thread Title,URL,Date,Number of Messages
TH03359,My reply to Barry Kort,https://groups.google.com./g/net.singles/c/0c-PH3DGGxo,3/12/86,1
TH03358,"Ms. Laura, I didn't know he had a goat. Honest.",https://groups.google.com./g/net.singles/c/K_qCy6iZQSE,3/12/86,1
TH03357,Coping with the loss of SO,https://groups.google.com./g/net.singles/c/Wr_5X0Y88Rc,3/12/86,5
TH03356,How do you see the other person?,https://groups.google.com./g/net.singles/c/_qWBlPwQUhA,3/11/86,3
TH03355,love songs,https://groups.google.com./g/net.singles/c/xBy6i0m_wgQ,3/11/86,3
TH03354,male dominance/equality,https://groups.google.com./g/net.singles/c/LA2ln5XBm-g,3/11/86,1
TH03353,Saying no,https://groups.google.com./g/net.singles/c/ysSSa2_0-CM,3/11/86,9
TH03352,Erotica,https://groups.google.com./g/net.singles/c/inO3jinRW9I,3/11/86,1
TH03351,"How to ""kill"" people",https://groups.google.com./g/net.singles/c/Kou54rJfC4I,3/11/86,2
TH03350,Petrified people,https://groups.google.com./g/net.singles/c/P37fEZrIKLY,3/10/86,2
TH03349,Re-postings ad nauseam...,https://groups.google.com./g/net.singles/c/NAtbAOJkXyY,3/10/86,2
TH03348,Re Love Songs,https://groups.google.com./g/net.singles/c/5ZCQWwGuljA,3/10/86,1
TH03347,Laura Creighton,https://groups.google.com./g/net.singles/c/51JImK4LSKw,3/10/86,6
TH03346,More Favorite Love Songs,https://groups.google.com./g/net.singles/c/ZKxqhlZ68m8,3/10/86,1
TH03345,A mail message I got regarding Laura.,https://groups.google.com./g/net.singles/c/7TnrC9VGcgE,3/9/86,2
TH03344,Ingogly's reply to the Hound...,https://groups.google.com./g/net.singles/c/t5JuHy-2ybo,3/9/86,1
TH03343,I don't know what to tell Joe Ahearn,https://groups.google.com./g/net.singles/c/7UbgFNb8LPo,3/8/86,2
TH03342,Titles,https://groups.google.com./g/net.singles/c/j4t2S4LZDe0,3/8/86,45
TH03341,Professional women remaining perpetually single,https://groups.google.com./g/net.singles/c/f4yuo0-VBW0,3/8/86,9
TH03340,Yes No,https://groups.google.com./g/net.singles/c/JxmFNtZW_iM,3/7/86,2
TH03339,"A pair of topics here, please ""bear"" with me(8-)",https://groups.google.com./g/net.singles/c/quazgc86HKk,3/7/86,2
TH03338,New Discussion Topic,https://groups.google.com./g/net.singles/c/EpO6JZZUCLI,3/7/86,1
TH03337,"OOOPS, wrong group, Been one o' them daze...",https://groups.google.com./g/net.singles/c/eEEBTXgiKkk,3/7/86,1
TH03336,Tom Twiss replied to my posting...,https://groups.google.com./g/net.singles/c/HEjPLie8QjI,3/7/86,1
TH03335,There's my other li'l buddy(8-).,https://groups.google.com./g/net.singles/c/2RFgigZ8Clg,3/7/86,1
TH03334,those damned organisms,https://groups.google.com./g/net.singles/c/125NTOMCKVk,3/7/86,1
TH03333,Is Laura Creighton single??,https://groups.google.com./g/net.singles/c/lwZN29EMKoU,3/7/86,2
TH03332,Hmmm. I thought the Bird Dog was gone.,https://groups.google.com./g/net.singles/c/_9-rASrJtJc,3/7/86,2
TH03331,love songs,https://groups.google.com./g/net.singles/c/Yv1NCdVRKU0,3/7/86,2
TH03330,Der Fuhrer,https://groups.google.com./g/net.singles/c/EZPJeJnvrcQ,3/6/86,1
TH03329,Has this ever happened to you??,https://groups.google.com./g/net.singles/c/FpFdpW50NRk,3/6/86,1
TH03328,Male dominance,https://groups.google.com./g/net.singles/c/B_ldhrX-_mE,3/6/86,1
TH03327,Professional Women Remaining Perpetually Single,https://groups.google.com./g/net.singles/c/5ZBseM8_4ig,3/6/86,1
TH03326,portability,https://groups.google.com./g/net.singles/c/4LcPgOsgAik,3/6/86,1
TH03325,"SO, etc.",https://groups.google.com./g/net.singles/c/qp4JGKSQxkI,3/6/86,1
TH03324,The Black Dog,https://groups.google.com./g/net.singles/c/gK0cR5PbI1g,3/5/86,4
TH03323,Who is Knuth? -- the amazing answer!,https://groups.google.com./g/net.singles/c/N0299Br7EfI,3/5/86,5
TH03322,Asking for that first date,https://groups.google.com./g/net.singles/c/30qUiPA8W50,3/5/86,3
TH03321,"Dear Bootist,",https://groups.google.com./g/net.singles/c/wE5SqLFSO8s,3/5/86,1
TH03320,I see Cheryl's name again...,https://groups.google.com./g/net.singles/c/TNfgGlaY4TU,3/5/86,1
TH03319,'Scuse me. That wasn't a guy(8-).,https://groups.google.com./g/net.singles/c/vVhyZ-pQt9Y,3/5/86,1
TH03318,equality and dominance,https://groups.google.com./g/net.singles/c/1XngmUHyRb8,3/4/86,2
TH03317,Women are damned ?,https://groups.google.com./g/net.singles/c/97A8OCsYAV0,3/4/86,1
TH03316,I should Get Ellen Eades...,https://groups.google.com./g/net.singles/c/SumZbeQ36FA,3/4/86,1
TH03315,Hello there?,https://groups.google.com./g/net.singles/c/sTx7yGoCl0U,3/4/86,1
TH03314,Request for review of The Handmaid's Tale by Margaret Atwood,https://groups.google.com./g/net.singles/c/IgPgkrPzStM,3/4/86,1
TH03313,"Corporate Female ""brain drain.""",https://groups.google.com./g/net.singles/c/7lV0VUrl56Q,3/3/86,2
TH03312,Who notices who/what...,https://groups.google.com./g/net.singles/c/2YpXDnyzRv0,3/3/86,1
TH03311,Another installment of the epic,https://groups.google.com./g/net.singles/c/pGenltW-krI,3/3/86,1
TH03310,Know Your No,https://groups.google.com./g/net.singles/c/3Ns3XHgNhVk,3/2/86,4
TH03309,"Ya got a point, Ron.",https://groups.google.com./g/net.singles/c/t5UPXGZ7pYE,2/28/86,2
TH03308,Why male dominance?,https://groups.google.com./g/net.singles/c/zQAHYrl7CfE,2/28/86,1
TH03307,re drink in lap : call cops ?,https://groups.google.com./g/net.singles/c/Oo1I2NcB_hY,2/28/86,1
TH03306,"Greener Pastures and Topics,Bitte!",https://groups.google.com./g/net.singles/c/jw4jLoDNSLg,2/27/86,8
TH03305,men miss the obvious?,https://groups.google.com./g/net.singles/c/dtNNMNW3E64,2/27/86,1
TH03304,Falling for Wrong Women or Men,https://groups.google.com./g/net.singles/c/MUXsStwTx5c,2/27/86,3
TH03303,"This, that, and the other thing.",https://groups.google.com./g/net.singles/c/dFd2ZgDBIj0,2/27/86,14
TH03302,My Kill File,https://groups.google.com./g/net.singles/c/FL_GEfj3C4Q,2/27/86,2
TH03301,Sumpthin' 'bout spellin' totally escapes me.,https://groups.google.com./g/net.singles/c/WQpZNgyc_dA,2/27/86,1
TH03300,Ann's story of the short marriage.,https://groups.google.com./g/net.singles/c/W45kvJLfmQ0,2/27/86,1
TH03299,re Gentle Art of Self Defense,https://groups.google.com./g/net.singles/c/9T7H2xNVqU0,2/27/86,1
TH03298,divorce rates,https://groups.google.com./g/net.singles/c/SSNgp6SkbE8,2/26/86,2
TH03297,Other SO's,https://groups.google.com./g/net.singles/c/STHRaZt6W2k,2/26/86,2
TH03296,"Flying liquids, etc",https://groups.google.com./g/net.singles/c/kpCWlM6ZTXs,2/25/86,1
TH03295,meeting people,https://groups.google.com./g/net.singles/c/Aw6I7vqeg6Q,2/25/86,1
TH03294,re stranger than doctrine,https://groups.google.com./g/net.singles/c/24UvHN-eLhQ,2/25/86,1
TH03293,Oleg and Ray,https://groups.google.com./g/net.singles/c/fDj-lR65VZE,2/25/86,5
TH03292,SPELLING and GRAMMAR on the NET!! FLAME----->ON,https://groups.google.com./g/net.singles/c/D9BRUaPZKIg,2/25/86,1
TH03291,articles i posted that died,https://groups.google.com./g/net.singles/c/pPz9CWQQExU,2/24/86,1
TH03290,Yet another thought/beach harrassment,https://groups.google.com./g/net.singles/c/uV1hWfMcOyM,2/24/86,4
TH03289,Why doesn't this line give me a hint about what's in your article,https://groups.google.com./g/net.singles/c/tkQo5GdnTFE,2/23/86,1
TH03288,"""Regard""ing Harassment",https://groups.google.com./g/net.singles/c/w4vXGQJRePg,2/23/86,1
TH03287,Soggy Fruit Of The Looms...,https://groups.google.com./g/net.singles/c/aZYh92WvL6g,2/21/86,1
TH03286,Turn About is Fair Play,https://groups.google.com./g/net.singles/c/0l9Yrn7PjzE,2/21/86,1
TH03285,Comments (W/clever erotic lyric),https://groups.google.com./g/net.singles/c/-6vEPrnOSVQ,2/20/86,2
TH03284,value of CS degree,https://groups.google.com./g/net.singles/c/BGdlzUxfi6g,2/20/86,1
TH03283,re Truth Stranger Than Doctrine,https://groups.google.com./g/net.singles/c/58RUgyGQiv4,2/19/86,1
TH03282,Sex With Out Love,https://groups.google.com./g/net.singles/c/THcYW1EX80g,2/19/86,4
TH03281,"Beaches, beauties, B.S.",https://groups.google.com./g/net.singles/c/1bClxXetbIo,2/18/86,1
TH03280,Gregg Mackenzie on the elimination of Cheryl (FLAME),https://groups.google.com./g/net.singles/c/lX3fUtb-MPM,2/18/86,1
TH03279,"Here's one for you, Elaine.",https://groups.google.com./g/net.singles/c/6gjGaVNArXo,2/18/86,3
TH03278,Sex is Funny to Eskimos,https://groups.google.com./g/net.singles/c/vYJG8fmdV4Q,2/17/86,13
TH03277,"Prejudice, Sexism, etc.",https://groups.google.com./g/net.singles/c/J6W1b0TDst8,2/17/86,1
TH03276,"Antagonism breeds antagonism, people!",https://groups.google.com./g/net.singles/c/1gS0DJ22hos,2/17/86,1
TH03275,"Two topics here, so please ""bear"" with me. Thanx. Grizzly.",https://groups.google.com./g/net.singles/c/VZtRnYFT_98,2/17/86,1
TH03274,Meeting via bumper sticker,https://groups.google.com./g/net.singles/c/DIfgJ2abiTw,2/17/86,1
TH03273,Bigotry -- a tongue-in-cheek view of bigots (sexual or otherwise),https://groups.google.com./g/net.singles/c/7gPUv5wAkys,2/15/86,1
TH03272,Dressing less accordingly?,https://groups.google.com./g/net.singles/c/dN46siBORkg,2/14/86,2
TH03271,KISS,https://groups.google.com./g/net.singles/c/fqDjB5jE1CI,2/13/86,2
TH03270,Roomate situation,https://groups.google.com./g/net.singles/c/_-mK9r6cmUQ,2/14/86,6
TH03269,I thought it was funny,https://groups.google.com./g/net.singles/c/KtJfH1mRSAQ,2/14/86,2
TH03268,Mystery posting,https://groups.google.com./g/net.singles/c/mdX2n_0oX_w,2/14/86,1
TH03267,Nudist life style,https://groups.google.com./g/net.singles/c/DWNI7dJ4XvQ,2/14/86,3
TH03266,programmer title (opinion),https://groups.google.com./g/net.singles/c/v4jiu6oG0Uo,2/13/86,2
TH03265,the programmer title,https://groups.google.com./g/net.singles/c/d-sMnaqyTNA,2/13/86,8
TH03264,"More on, ""What do you do if...?""",https://groups.google.com./g/net.singles/c/GKdiGmLka7E,2/13/86,1
TH03263,programmer title,https://groups.google.com./g/net.singles/c/xgBTCuqC6xo,2/12/86,1
TH03262,Beach harassment (public?),https://groups.google.com./g/net.singles/c/mac75Ifpiyo,2/12/86,1
TH03261,Defective Condoms,https://groups.google.com./g/net.singles/c/6Ac3NBlNA-Q,2/11/86,27
TH03260,"the ""programmer"" title",https://groups.google.com./g/net.singles/c/Fxlm2Xq2Smk,2/11/86,17
TH03259,More on the UNDIES Experience...,https://groups.google.com./g/net.singles/c/Xt7Je0yXHto,2/11/86,1
TH03258,Beachball harassment,https://groups.google.com./g/net.singles/c/b-z3jI1mkDM,2/11/86,1
TH03257,A Solution to the Title Search,https://groups.google.com./g/net.singles/c/mmgWIz06_kA,2/10/86,1
TH03256,New Discussion (first meetings),https://groups.google.com./g/net.singles/c/xMTxOzI7NwY,2/10/86,38
TH03255,What do you do if....?,https://groups.google.com./g/net.singles/c/0Fxt7EUDjM8,2/9/86,4
TH03254,Beach harassment,https://groups.google.com./g/net.singles/c/7BmcJSK3tQ8,2/8/86,2
TH03253,Demand? Naw...Just hoping.,https://groups.google.com./g/net.singles/c/Tp9p4f42sNw,2/8/86,1
