"NG_TH_ID","TH_ID","NG_ID","Thread.Title","URL","Date","Number.of.Messages","newsgroup"
"NG01_TH01259","TH01259","NG01","AIDS budget cut proposal","https://groups.google.com./g/net.med/c/vTrrcpv0RUA",1986-02-06,1,"netmed"
"NG01_TH01258","TH01258","NG01","When Jennie Took to Bed (POMM7)","https://groups.google.com./g/net.med/c/WCcgqDnGUUQ",1986-02-06,1,"netmed"
"NG01_TH01257","TH01257","NG01","New Drug","https://groups.google.com./g/net.med/c/vT_GcPgy3sI",1986-02-06,1,"netmed"
"NG01_TH01256","TH01256","NG01","Blood lipids & thiazide diuretics (update)","https://groups.google.com./g/net.med/c/aq1d14pBhzc",1986-02-05,1,"netmed"
"NG01_TH01255","TH01255","NG01","migraines","https://groups.google.com./g/net.med/c/OYpNm7gu8W8",1986-02-05,1,"netmed"
"NG01_TH01254","TH01254","NG01","What kind of repair best for a front tooth","https://groups.google.com./g/net.med/c/gn04L8nEIF0",1986-02-04,1,"netmed"
"NG01_TH01253","TH01253","NG01","MS and dogs","https://groups.google.com./g/net.med/c/6m6cgTPztJk",1986-02-04,1,"netmed"
"NG01_TH01252","TH01252","NG01","Sprained ankle","https://groups.google.com./g/net.med/c/K3L1Jp98xfw",1986-02-04,1,"netmed"
"NG01_TH01251","TH01251","NG01","Doug grounded himself!","https://groups.google.com./g/net.med/c/LBKkPtx8GyM",1986-02-04,1,"netmed"
"NG01_TH01250","TH01250","NG01","Defective Condoms","https://groups.google.com./g/net.med/c/6Ac3NBlNA-Q",1986-02-03,19,"netmed"
"NG01_TH01249","TH01249","NG01","Aspirin vs. Tylenol","https://groups.google.com./g/net.med/c/25GfVVjIzY4",1986-02-02,6,"netmed"
"NG01_TH01248","TH01248","NG01","Answer to Medical Puzzle #7","https://groups.google.com./g/net.med/c/xiFVg_2088c",1986-02-02,1,"netmed"
"NG01_TH01247","TH01247","NG01","Medical Puzzle #8","https://groups.google.com./g/net.med/c/WzQmwowsDEs",1986-02-02,1,"netmed"
"NG01_TH01246","TH01246","NG01","Seek medical help for incapacita","https://groups.google.com./g/net.med/c/-b-xPcoVglk",1986-02-02,1,"netmed"
"NG01_TH01245","TH01245","NG01","Complexity Theory in (Neuro)biology","https://groups.google.com./g/net.med/c/m5VbiiaMr50",1986-02-01,1,"netmed"
"NG01_TH01244","TH01244","NG01","spontaneous combustion","https://groups.google.com./g/net.med/c/9UK_lXCMnrM",1986-02-01,2,"netmed"
"NG01_TH01243","TH01243","NG01","Jan. is Nat'l Vol. Blood Donor Mo.-paid donations","https://groups.google.com./g/net.med/c/3ClDc0bogNM",1986-02-01,3,"netmed"
"NG01_TH01242","TH01242","NG01","Self diagnosis. (Martin's reply to me.)","https://groups.google.com./g/net.med/c/ao5G2Keug40",1986-01-31,4,"netmed"
"NG01_TH01241","TH01241","NG01","How much Vitamin C is necessary.","https://groups.google.com./g/net.med/c/U9O2VuzCTqM",1986-01-30,25,"netmed"
"NG01_TH01240","TH01240","NG01","Medical Puzzle #7","https://groups.google.com./g/net.med/c/p-T3Hik632Y",1986-01-30,2,"netmed"
"NG01_TH01239","TH01239","NG01","Thanks Sue(8-).","https://groups.google.com./g/net.med/c/egZGr8OHgG0",1986-01-30,1,"netmed"
"NG01_TH01238","TH01238","NG01","cookbooks for diabetics","https://groups.google.com./g/net.med/c/5XzDtFIBnPE",1986-01-30,2,"netmed"
"NG01_TH01237","TH01237","NG01","Question on risks of using headphones.","https://groups.google.com./g/net.med/c/XABcK39UGJk",1986-01-29,2,"netmed"
"NG01_TH01236","TH01236","NG01","An explanation for polychromatic eyes (wanted)","https://groups.google.com./g/net.med/c/0f9BLBGEnNg",1986-01-28,1,"netmed"
"NG01_TH01235","TH01235","NG01","prevention of hangovers","https://groups.google.com./g/net.med/c/bqi5od4YMwo",1986-01-28,30,"netmed"
"NG01_TH01234","TH01234","NG01","Self Diagnosis","https://groups.google.com./g/net.med/c/RZe5bweqUVw",1986-01-28,1,"netmed"
"NG01_TH01233","TH01233","NG01","Dalkon Shield Notice","https://groups.google.com./g/net.med/c/gyORn5W-umc",1986-01-28,1,"netmed"
"NG01_TH01232","TH01232","NG01","Placebos: Kaopectate","https://groups.google.com./g/net.med/c/1avCgLmqaSk",1986-01-28,15,"netmed"
"NG01_TH01231","TH01231","NG01","January is National Volunteer Blood Donor Month.","https://groups.google.com./g/net.med/c/2uD5s_b9Vmc",1986-01-28,9,"netmed"
"NG01_TH01230","TH01230","NG01","AIDS Incidence in perspective","https://groups.google.com./g/net.med/c/1ARcUmBKZ10",1986-01-28,1,"netmed"
"NG01_TH01229","TH01229","NG01","Calcium oxalate kidney stones","https://groups.google.com./g/net.med/c/fq4Rla5sLtg",1986-01-26,2,"netmed"
"NG01_TH01228","TH01228","NG01","MVP","https://groups.google.com./g/net.med/c/QvHZBol9YkE",1986-01-26,1,"netmed"
"NG01_TH01227","TH01227","NG01","Production of methanol: where?","https://groups.google.com./g/net.med/c/OfKNxLit8NY",1986-01-25,3,"netmed"
"NG01_TH01226","TH01226","NG01","Answer to Medical Puzzle #6","https://groups.google.com./g/net.med/c/akgubYYgb4o",1986-01-25,1,"netmed"
"NG01_TH01225","TH01225","NG01","Answer to Medical Puzzle #5","https://groups.google.com./g/net.med/c/8zJUq68iMK0",1986-01-24,2,"netmed"
"NG01_TH01224","TH01224","NG01","Hi octane drinkables.","https://groups.google.com./g/net.med/c/mnl4rA0qiKQ",1986-01-24,1,"netmed"
"NG01_TH01223","TH01223","NG01","Medical Puzzle #6","https://groups.google.com./g/net.med/c/n6na0jO0yro",1986-01-23,2,"netmed"
"NG01_TH01222","TH01222","NG01","The Hidden Costs of Smoking","https://groups.google.com./g/net.med/c/nOHf7w6o4Po",1986-01-23,4,"netmed"
"NG01_TH01221","TH01221","NG01","Static in yer left ear?","https://groups.google.com./g/net.med/c/knxUsohdeOg",1986-01-23,1,"netmed"
"NG01_TH01220","TH01220","NG01","What's All This....","https://groups.google.com./g/net.med/c/rpJf-E4LvOo",1986-01-23,1,"netmed"
"NG01_TH01219","TH01219","NG01","Hint for Medical Puzzle #6","https://groups.google.com./g/net.med/c/lDyDlhr4k_8",1986-01-22,1,"netmed"
"NG01_TH01218","TH01218","NG01","SUGAR!","https://groups.google.com./g/net.med/c/t3FQ--jm9lc",1986-01-22,2,"netmed"
"NG01_TH01217","TH01217","NG01","Here's what happens if you take too much vitamin D.","https://groups.google.com./g/net.med/c/Oc3_k7f-Vn4",1986-01-22,1,"netmed"
"NG01_TH01216","TH01216","NG01","John Gurian's explanation of MVP.","https://groups.google.com./g/net.med/c/uM93eBp57fo",1986-01-22,1,"netmed"
"NG01_TH01215","TH01215","NG01","kidney stones and diet","https://groups.google.com./g/net.med/c/oF1t6XLENqw",1986-01-21,2,"netmed"
"NG01_TH01214","TH01214","NG01","Long term storage of contact lenses","https://groups.google.com./g/net.med/c/rxNf9nlu8tI",1986-01-21,1,"netmed"
"NG01_TH01213","TH01213","NG01","kidney stones","https://groups.google.com./g/net.med/c/CWD9BvfzBCY",1986-01-20,1,"netmed"
"NG01_TH01212","TH01212","NG01","Tinnitus","https://groups.google.com./g/net.med/c/mNEj4DTos3U",1986-01-20,1,"netmed"
"NG01_TH01211","TH01211","NG01","Vitamen A & beta carotene","https://groups.google.com./g/net.med/c/xuBbf8KIBYQ",1986-01-20,2,"netmed"
"NG01_TH01210","TH01210","NG01","new source of Chest Pain","https://groups.google.com./g/net.med/c/Mh_2-xLh2do",1986-01-20,1,"netmed"
"NG01_TH01209","TH01209","NG01","Tinnitus - ringing of the ears","https://groups.google.com./g/net.med/c/0LWzgVyABvM",1986-01-20,1,"netmed"
"NG01_TH01208","TH01208","NG01","Calories and stairclimbing","https://groups.google.com./g/net.med/c/gu85gmWadjk",1986-01-20,1,"netmed"
"NG01_TH01207","TH01207","NG01","The Hidden Costs of Smoking","https://groups.google.com./g/net.med/c/koFWWKNLh9w",1986-01-20,1,"netmed"
"NG01_TH01206","TH01206","NG01","Me - a disclaimer","https://groups.google.com./g/net.med/c/b21Bjt3bdqg",1986-01-19,1,"netmed"
"NG01_TH01205","TH01205","NG01","Hiatus in Space","https://groups.google.com./g/net.med/c/7odpk7uKo9g",1986-01-19,1,"netmed"
"NG01_TH01204","TH01204","NG01","Biography of Carlton Fredericks","https://groups.google.com./g/net.med/c/6-CLHQ21zc4",1986-01-18,12,"netmed"
"NG01_TH01203","TH01203","NG01","Visualization of `time'","https://groups.google.com./g/net.med/c/ZBIDriWBAvI",1986-01-18,6,"netmed"
"NG01_TH01202","TH01202","NG01","Popping Sounds in Left Ear...","https://groups.google.com./g/net.med/c/mE7bZ2hUV_Y",1986-01-17,1,"netmed"
"NG01_TH01201","TH01201","NG01","Triglyceride Statistics Request","https://groups.google.com./g/net.med/c/WgA5CVNd2H4",1986-01-17,1,"netmed"
"NG01_TH01200","TH01200","NG01","Public Domain Flow Cytometry Software","https://groups.google.com./g/net.med/c/L7QItpYhvEk",1986-01-17,1,"netmed"
"NG01_TH01199","TH01199","NG01","Medical Puzzle #4","https://groups.google.com./g/net.med/c/7Zf-KyGNyeU",1986-01-17,5,"netmed"
"NG01_TH01198","TH01198","NG01","Some Numbers on Vitamin C","https://groups.google.com./g/net.med/c/lX-_xxjd_XA",1986-01-16,2,"netmed"
"NG01_TH01197","TH01197","NG01","Visualization of time","https://groups.google.com./g/net.med/c/Ej9vt2yAIcY",1986-01-16,2,"netmed"
"NG01_TH01196","TH01196","NG01","Originally aspirin; now tinnitus","https://groups.google.com./g/net.med/c/AiqaoqDtou4",1986-01-16,2,"netmed"
"NG01_TH01195","TH01195","NG01","Weightloss and stairclimbing?","https://groups.google.com./g/net.med/c/SxB2SjrbGK8",1986-01-16,1,"netmed"
"NG01_TH01194","TH01194","NG01","Astrology","https://groups.google.com./g/net.med/c/7hzayx05ZSo",1986-01-16,2,"netmed"
"NG01_TH01193","TH01193","NG01","Exercise in Zero Time","https://groups.google.com./g/net.med/c/F_I7N5T6K3c",1986-01-16,2,"netmed"
"NG01_TH01192","TH01192","NG01","Tinnitus, relief wanted.","https://groups.google.com./g/net.med/c/0WteenKWguo",1986-01-16,1,"netmed"
"NG01_TH01191","TH01191","NG01","""Ultrasonic"" hearing","https://groups.google.com./g/net.med/c/znNEUUTTjAE",1986-01-15,11,"netmed"
"NG01_TH01190","TH01190","NG01","Controlling High Blood Pressure","https://groups.google.com./g/net.med/c/e4Ve9q31-HI",1986-01-15,2,"netmed"
"NG01_TH01189","TH01189","NG01","Caloric Expenditure","https://groups.google.com./g/net.med/c/6duxSHAD4K0",1986-01-15,2,"netmed"
"NG01_TH01188","TH01188","NG01","DALKON SHIELD claims","https://groups.google.com./g/net.med/c/IWgoRJjJw-E",1986-01-15,1,"netmed"
"NG01_TH01187","TH01187","NG01","Question for Craig (aspirin vs phenacetin)","https://groups.google.com./g/net.med/c/sNoha0_AvSI",1986-01-15,1,"netmed"
"NG01_TH01186","TH01186","NG01","Alcohol metabolism trivia","https://groups.google.com./g/net.med/c/w5r_NDHCLJ4",1986-01-14,1,"netmed"
"NG01_TH01185","TH01185","NG01","Mitral Valve Prolapse","https://groups.google.com./g/net.med/c/JiNUIdR5DXY",1986-01-14,1,"netmed"
"NG01_TH01184","TH01184","NG01","weightloss","https://groups.google.com./g/net.med/c/EqqHhqOm-mA",1986-01-14,1,"netmed"
"NG01_TH01183","TH01183","NG01","Bionic Update - Finally","https://groups.google.com./g/net.med/c/1Vr-_d18dms",1986-01-11,1,"netmed"
"NG01_TH01182","TH01182","NG01","Answer to Medical Puzzle #4","https://groups.google.com./g/net.med/c/3FCaUoFpyfM",1986-01-10,1,"netmed"
"NG01_TH01181","TH01181","NG01","unusual disorder","https://groups.google.com./g/net.med/c/O0ilEKEcMZE",1986-01-10,1,"netmed"
"NG01_TH01180","TH01180","NG01","VDT's and eyes.","https://groups.google.com./g/net.med/c/x9s7K1T2wSw",1986-01-10,15,"netmed"
"NG01_TH01179","TH01179","NG01","Spontaneous Combustion of people","https://groups.google.com./g/net.med/c/M_4ku2Ovd84",1986-01-10,2,"netmed"
"NG01_TH01178","TH01178","NG01","Paid Blood Donations","https://groups.google.com./g/net.med/c/jVVgAh8I_aQ",1986-01-10,1,"netmed"
"NG01_TH01177","TH01177","NG01","Orphaned response CONTACT LENSES","https://groups.google.com./g/net.med/c/0O7eBP5X79M",1986-01-09,1,"netmed"
"NG01_TH01176","TH01176","NG01","Hypoglycemia","https://groups.google.com./g/net.med/c/jeKxtxvoG-M",1986-01-09,1,"netmed"
"NG01_TH01175","TH01175","NG01","Contact lenses","https://groups.google.com./g/net.med/c/Z3epsVpQgCo",1986-01-09,3,"netmed"
"NG01_TH01174","TH01174","NG01","Mitral valve info request","https://groups.google.com./g/net.med/c/14QZWR4RXrc",1986-01-09,3,"netmed"
"NG01_TH01173","TH01173","NG01","Linda's still around!(8-)","https://groups.google.com./g/net.med/c/zYOJsWkqXBo",1986-01-09,1,"netmed"
"NG01_TH01172","TH01172","NG01","Athlete's foot conquered without drugs!","https://groups.google.com./g/net.med/c/WTgq1SbcLhg",1986-01-09,1,"netmed"
"NG01_TH01171","TH01171","NG01","Medical Puzzle #5","https://groups.google.com./g/net.med/c/cALVmHKkl1I",1986-01-08,1,"netmed"
"NG01_TH01170","TH01170","NG01","Bionic Lady","https://groups.google.com./g/net.med/c/kWU5RLL-EIU",1986-01-08,2,"netmed"
"NG01_TH01169","TH01169","NG01","A No-smoking Airline","https://groups.google.com./g/net.med/c/AhPzQD-B_Q8",1986-01-08,1,"netmed"
"NG01_TH01168","TH01168","NG01","Flyback frequencies","https://groups.google.com./g/net.med/c/kbe2kwHoEV4",1986-01-08,1,"netmed"
"NG01_TH01167","TH01167","NG01","Psychology Pointer","https://groups.google.com./g/net.med/c/a1h8DR82_Ok",1986-01-07,7,"netmed"
"NG01_TH01166","TH01166","NG01","Osteoporosis Information Wanted","https://groups.google.com./g/net.med/c/KasfCKjYWqE",1986-01-07,1,"netmed"
"NG01_TH01165","TH01165","NG01","Need help selecting Apollo vs. Sun and a Relational DBMS for hospitals","https://groups.google.com./g/net.med/c/ccEDCtD39Yc",1986-01-06,9,"netmed"
"NG01_TH01164","TH01164","NG01","On meeting someone with AIDS","https://groups.google.com./g/net.med/c/mjsT7OncThg",1986-01-03,1,"netmed"
"NG01_TH01163","TH01163","NG01","vision therapy","https://groups.google.com./g/net.med/c/LDXmYylwowk",1985-12-31,1,"netmed"
"NG01_TH01162","TH01162","NG01","Weight Loss","https://groups.google.com./g/net.med/c/c4hFR3VsGC0",1985-12-30,1,"netmed"
"NG01_TH01161","TH01161","NG01","Astigmatism","https://groups.google.com./g/net.med/c/wP_JBcSWI2E",1985-12-30,2,"netmed"
"NG01_TH01160","TH01160","NG01","circumcisions not paid for by major health insurance","https://groups.google.com./g/net.med/c/YjgJKusDvBI",1985-12-30,1,"netmed"
"NG01_TH01159","TH01159","NG01","leaving BBN...","https://groups.google.com./g/net.med/c/S6qlRdlge3M",1985-12-27,1,"netmed"
"NG01_TH01158","TH01158","NG01","Curing a cold before it starts","https://groups.google.com./g/net.med/c/nU8XeacxzS4",1985-12-24,2,"netmed"
"NG01_TH01157","TH01157","NG01","AIDS Research - Antiviral Drugs (Query)?","https://groups.google.com./g/net.med/c/zTIyZZtv2fA",1985-12-23,7,"netmed"
"NG01_TH01156","TH01156","NG01","Some notes on Medical Puzzle answers","https://groups.google.com./g/net.med/c/5DorabNyI5Y",1985-12-23,1,"netmed"
"NG01_TH01155","TH01155","NG01","Answer to Medical Puzzle #3","https://groups.google.com./g/net.med/c/EgqAoEIhCIk",1985-12-22,1,"netmed"
"NG01_TH01154","TH01154","NG01","question concerning phenol in cosmetics/medicines","https://groups.google.com./g/net.med/c/qjBwXq4HZ1c",1985-12-21,2,"netmed"
"NG01_TH01153","TH01153","NG01","AMA anti-smoking drive","https://groups.google.com./g/net.med/c/FF-eWFREY-M",1985-12-19,14,"netmed"
"NG01_TH01152","TH01152","NG01","Craniosynostosis","https://groups.google.com./g/net.med/c/9vt51JjPPhQ",1985-12-19,1,"netmed"
"NG01_TH01151","TH01151","NG01","'Irritated Eyes' Question","https://groups.google.com./g/net.med/c/juwXNhbU_z8",1985-12-17,7,"netmed"
"NG01_TH01150","TH01150","NG01","sterilizing food with radiation","https://groups.google.com./g/net.med/c/UUOVJz5AqAs",1985-12-17,1,"netmed"
"NG01_TH01149","TH01149","NG01","Coke isn't it (for contraception)","https://groups.google.com./g/net.med/c/KMOzO7mmKA4",1985-12-16,16,"netmed"
"NG01_TH01148","TH01148","NG01","Kaopectate retraction","https://groups.google.com./g/net.med/c/uVuLhxYErQs",1985-12-14,2,"netmed"
"NG01_TH01147","TH01147","NG01","Medical Puzzle #3","https://groups.google.com./g/net.med/c/qIejgEKolfQ",1985-12-13,1,"netmed"
"NG01_TH01146","TH01146","NG01","Medical Puzzle #2 (Answer)","https://groups.google.com./g/net.med/c/ZgWw6muwR0A",1985-12-13,1,"netmed"
"NG01_TH01145","TH01145","NG01","answer to case study","https://groups.google.com./g/net.med/c/fru30FsW4YY",1985-12-13,2,"netmed"
"NG01_TH01144","TH01144","NG01","case study - might have already hit the net.","https://groups.google.com./g/net.med/c/ZVTqIZCcpbQ",1985-12-13,1,"netmed"
"NG01_TH01143","TH01143","NG01","Tea","https://groups.google.com./g/net.med/c/-W2xi4TpfMM",1985-12-13,13,"netmed"
"NG01_TH01142","TH01142","NG01","Another Medical Puzzler","https://groups.google.com./g/net.med/c/XAYZKBHJq78",1985-12-12,3,"netmed"
"NG01_TH01141","TH01141","NG01","Medical Case History - Answers","https://groups.google.com./g/net.med/c/K5nG26dwNGs",1985-12-12,2,"netmed"
"NG01_TH01140","TH01140","NG01","Vitamin C side effects","https://groups.google.com./g/net.med/c/CyMrRQxk2M4",1985-12-12,1,"netmed"
"NG01_TH01139","TH01139","NG01","vitamin C","https://groups.google.com./g/net.med/c/PgzPP1FT76A",1985-12-12,1,"netmed"
"NG01_TH01138","TH01138","NG01","Medical Case History","https://groups.google.com./g/net.med/c/p-pZ4PEvEsk",1985-12-12,2,"netmed"
"NG01_TH01137","TH01137","NG01","request for machine readable text on Fortran 77 for blind user.","https://groups.google.com./g/net.med/c/PmSyePkD1_A",1985-12-12,1,"netmed"
"NG01_TH01136","TH01136","NG01","Cataracts","https://groups.google.com./g/net.med/c/9YRoMqCituA",1985-12-11,1,"netmed"
"NG01_TH01135","TH01135","NG01","what kind of astigmatism do I have, lenticular or corneal?","https://groups.google.com./g/net.med/c/rIR6vytaJU8",1985-12-11,1,"netmed"
"NG01_TH01134","TH01134","NG01","Orphaned Response","https://groups.google.com./g/net.med/c/erJgWUbz9JA",1985-12-11,1,"netmed"
"NG01_TH01133","TH01133","NG01","Reposting PMS / Thyroid","https://groups.google.com./g/net.med/c/qOEF3cwHLfw",1985-12-10,3,"netmed"
"NG01_TH01132","TH01132","NG01","contact lens and astigmatism","https://groups.google.com./g/net.med/c/yuFNHKDeWoE",1985-12-09,1,"netmed"
"NG01_TH01131","TH01131","NG01","Further musings on Kaopectate","https://groups.google.com./g/net.med/c/vgbvjXn7d2g",1985-12-09,3,"netmed"
"NG01_TH01130","TH01130","NG01","Biographical Sketch","https://groups.google.com./g/net.med/c/VgSDNdkjGUQ",1985-12-09,1,"netmed"
"NG01_TH01129","TH01129","NG01","Annual Vitamin C testimonial","https://groups.google.com./g/net.med/c/3UEv5bkA5XU",1985-12-08,1,"netmed"
"NG01_TH01128","TH01128","NG01","sterilizing food with radiation","https://groups.google.com./g/net.med/c/aP0dFT1eeMM",1985-12-06,11,"netmed"
"NG01_TH01127","TH01127","NG01","Swelling - Ice or warmth?","https://groups.google.com./g/net.med/c/oQJatXOo4W0",1985-12-06,1,"netmed"
"NG01_TH01126","TH01126","NG01","Seeking to Adopt an Infant","https://groups.google.com./g/net.med/c/EXuwQTnxncI",1985-12-06,3,"netmed"
"NG01_TH01125","TH01125","NG01","Smoking and Insurance","https://groups.google.com./g/net.med/c/LbZfwVsR_KA",1985-12-06,3,"netmed"
"NG01_TH01124","TH01124","NG01","CROUP","https://groups.google.com./g/net.med/c/nkQT7ABfBk4",1985-12-05,2,"netmed"
"NG01_TH01123","TH01123","NG01","Croup","https://groups.google.com./g/net.med/c/sw6PrDm9nos",1985-12-05,2,"netmed"
"NG01_TH01122","TH01122","NG01","astigmatism correction with soft contact lenses","https://groups.google.com./g/net.med/c/LJLTXPOO5Vg",1985-12-04,1,"netmed"
"NG01_TH01121","TH01121","NG01","HELP! Need to show VDTs not dangerous to pregnant women","https://groups.google.com./g/net.med/c/h0ikPxMNYvI",1985-12-04,6,"netmed"
"NG01_TH01120","TH01120","NG01","vitamin C","https://groups.google.com./g/net.med/c/Z5WJL8RQzTE",1985-12-04,3,"netmed"
"NG01_TH01119","TH01119","NG01","Hard lens advise request","https://groups.google.com./g/net.med/c/a7Ttu1d0E14",1985-12-04,11,"netmed"
"NG01_TH01118","TH01118","NG01","Lung Cancer drops in Men (first time)","https://groups.google.com./g/net.med/c/Ng3lVuPEj1U",1985-12-04,1,"netmed"
"NG01_TH01117","TH01117","NG01","prevention of aids","https://groups.google.com./g/net.med/c/06JJZSw6Oz8",1985-12-04,1,"netmed"
"NG01_TH01116","TH01116","NG01","Alas, Poor Liver","https://groups.google.com./g/net.med/c/3DhCaD9KMig",1985-12-03,1,"netmed"
"NG01_TH01115","TH01115","NG01","Answer to AIDS questions","https://groups.google.com./g/net.med/c/5cgl9ZU_E2g",1985-12-03,6,"netmed"
"NG01_TH01114","TH01114","NG01","Question: stiff fingers in the morning","https://groups.google.com./g/net.med/c/_BasEQ6juV4",1985-12-03,1,"netmed"
